user_id,avg_state
44830620,4
5823119,2
489588,3
262196,4
827398101,1
8951519,4
59998,3
23664694,2
86842240,2
95973,3
586,1
97774,3
303619,2
50,4
9337,3
585,3
232994,2
566034,4
929,1
6216,3
4878566,4
483167,2
477561568,2
809,4
40318384,3
760,2
1456,2
972157,3
915507,2
27731,3
3226464,1
5204005,3
890376939,3
3668012,3
842087707,3
49027,3
3914,3
863028,2
1323,2
3699,2
484762240,4
522,3
9165,2
99930,2
643638,4
79090317,2
164512,2
34183019,2
2624,4
43808215,2
2070,4
81704,2
80389910,2
70205,4
72,2
4796,4
32527737,2
162305,2
698552,3
499,2
44300,3
36059,2
3656093,3
43372,3
7660,4
90656,3
3072752,4
763563,3
8091108,2
995400101,4
6375,3
671,4
98547,2
28007,3
615,4
60647,2
365,2
334,2
899146,4
151201,2
5908,1
2834612,2
381526,3
57034350,3
59991582,2
53321313,4
5512542,3
333728,1
9035,1
98504545,4
9664,2
9363,1
1539,2
430378,3
97,4
522586473,3
57316453,3
59558,2
547149,2
7640,3
58923440,2
23090,3
903534,3
925190,4
737,4
850980,3
418,4
193779995,3
67606,2
6847193,4
672454791,3
7714926,3
896,3
406,3
339,2
75618,4
493,4
456249,1
494249,4
6895904,2
59046,4
544395121,2
778218,3
58559627,3
5291014,4
167,2
26595496,4
608,3
577637,2
29820061,2
885066,3
584852,4
43229,3
4103494,3
53828,4
162980,4
903833005,1
8203,1
9526638,3
25,2
134140703,3
3505686,3
20277326,3
318777206,4
84313,2
69751253,1
5738,2
68068695,2
834113,4
47953,2
65515,3
79290,3
77258,4
317697,4
465,4
668275,3
886378808,3
7843882,2
479,3
61008982,2
492354,2
97612533,2
1031135,2
8450,1
63436,2
789129,3
8289138,3
43697717,2
74472618,2
19448937,2
18848416,3
5974545,3
36249405,1
505805641,2
44408045,2
2912,4
8224,2
9821,3
82320,3
67,3
4575633,2
387643233,2
139031,3
6358854,3
659,2
808265,4
15565,3
285258,3
23224,3
339894780,2
409140213,3
5277420,3
424,4
948,2
581566,3
974063,1
934068,2
63639700,4
556998,1
31699995,3
498,2
72341063,2
31963,4
771219,3
4502311,3
424114909,4
435445564,1
25779138,3
81312693,3
245243,4
711358,3
6483,3
777,4
873498816,2
943953572,4
9999973,1
99489,1
637452763,4
36,3
1291239,1
594637784,1
9040,4
963448,1
708,4
4112,3
910202172,3
62124,3
631468,3
98278,2
559,2
4067,4
693,2
375975239,1
605401198,3
556,1
249,1
9234965,4
43219,3
33637291,3
897754569,3
342607,2
98433,2
71398243,2
25294928,2
4705,4
823848,2
880828,3
29493,1
51188,2
94944384,2
50017657,3
1626250,3
3405,3
3388548,4
29526,2
8687,4
2758,4
37805,3
13845678,2
188129742,3
1029,3
437709098,2
9530,4
65680084,4
78,3
341,3
32699,4
59842514,4
1893,3
8878,2
23727,1
474,3
43385,3
130428,2
1858,3
9189220,2
9287525,3
230622921,2
34844,1
2886462,2
634,3
90997,3
19359393,3
284020884,1
49396,2
73861445,1
3964,3
617780095,4
6296250,3
56286552,3
55653,2
737753913,2
2975,2
5953,2
2139609,4
71053260,3
991610173,2
4966954,4
543670531,2
8096097,2
806721690,3
671194,2
73577101,4
301959,3
548942,3
63716907,2
663,2
467,2
62727101,2
2368,2
108717771,1
8271958,3
99805326,3
40140,2
6950,2
723,3
84477,2
57723628,3
638,3
41464,1
6737,3
65731154,2
4926759,4
20692570,1
955163,3
87643,2
84421,2
9957,2
61,4
4792960,3
8534,2
7100,3
682,3
53697754,1
43104,3
8670342,4
178,3
293492,3
811725,3
280815,4
233387,2
9246,3
857341,2
355385,2
686243,2
871081908,2
118081201,4
385421202,2
569433,3
4893,2
11,2
75467923,2
78902240,2
64051,4
3762821,3
18742,4
96889977,3
3035546,3
2951,3
517,3
5745669,3
643962066,3
4905,4
6269427,2
8595,3
55693,3
6256,2
7425266,2
38811,4
64467760,1
221,2
731747405,4
5689531,3
2551695,1
358288316,2
942878664,1
42271752,4
83009,2
2312922,2
625066,4
19667278,2
776,1
257,4
419122,3
85977,2
48906,4
39,3
370629,3
594408,3
80848,2
1365,4
66152,2
773610908,2
86151,3
701,1
3226135,2
795327,2
864544,3
213650812,3
999895208,3
81455439,2
3909577,4
342743,3
8779989,3
1844145,2
279544,3
2042,1
437695,2
92799341,2
5490935,3
5026,2
276,2
3654129,2
519118,2
9467,2
966402632,4
6485,3
8541,3
8238559,2
3280,4
739995,4
16447,3
45916,2
280673541,1
536,4
30103,4
22167227,2
955560,1
1698461,4
44205206,2
62990951,1
628,1
4377198,1
62329,2
2168,3
3860173,3
92981681,1
39161,2
15811,1
6249859,1
27070664,3
24929,3
4871967,3
66614,3
4851285,1
18033,3
118915,2
897279,3
234218631,4
700055,2
6916,4
399996,3
32970663,2
7322,4
944326,3
8785148,3
40273,4
500500,1
29039676,2
83591,2
56245957,1
98665,2
7951,1
772800,2
55136544,2
46295,1
62149,4
7627169,2
748855,3
937046334,2
352951,3
144143,3
342699,4
62,2
349357,1
35954,4
97850,1
8005,2
13,3
600,2
69221,3
97713,4
114780,3
503854244,3
16850874,2
7839,3
8000717,3
4181701,4
77184,3
6751,3
25539857,3
16934385,1
15313466,4
705,3
22934,2
55222,3
15186929,2
38299,2
560875,3
72906101,2
67268060,2
90312146,3
38131,3
94028,3
142,2
97599790,3
33661048,1
7220989,2
439675275,3
529017,2
97469,2
8394,3
395,3
94054,2
242,1
84730313,1
38347,3
6954070,4
8522,4
6392,1
79574042,3
8122,3
219139,3
3130503,3
832112533,2
442,2
59273,2
5647,2
797965222,4
48355,2
71992022,3
231454990,2
147,3
19370,2
689703464,2
22821528,1
94628,3
3559966,2
160814800,2
8806729,3
37543009,4
1691890,2
342171312,1
56763,3
621358,3
15962,2
20099194,4
6929494,4
955555,4
395184402,2
9252,3
2152,2
99429672,2
482435024,2
756492159,4
1514554,1
9062504,2
47607,4
74179,2
74310506,2
901213,1
560895,3
816176536,1
98200,2
10106,4
2292,3
857544491,4
81039385,3
252564,2
10251,2
98810,1
216956957,1
140638,2
7766243,2
6667722,4
224590,2
650,3
1698053,3
592265,1
3399617,2
7026,4
45720,2
338445731,3
2247,2
911544,3
149,2
7302796,2
5464158,3
58006,2
451156816,1
978499,3
552,2
537,3
28085600,2
1327,3
6146,3
68,3
9527,3
77476869,3
866525555,2
8506,2
9942070,2
500,2
66363,1
90458021,4
290,2
11082929,2
206,1
140493,4
6838,3
4569874,2
28817,2
352543356,3
29343,4
320,4
4241,4
8852,3
96246,2
1112478,2
104664356,2
78211,3
32694131,3
588,3
71264817,3
79733,1
132471299,2
5586,3
82,2
8974359,2
5863353,3
518162265,2
9026,3
747864627,4
43541594,4
5624,2
22143614,2
96173517,2
72631820,3
690717,2
231948,4
5494467,1
3510,4
3571624,2
17278,1
833414,4
7631182,3
58978,2
2830,2
751,3
611491447,1
41984781,3
32738,2
86603,3
585700207,4
604597400,2
241141,2
42577601,2
934865795,3
359,3
993238201,2
756491532,4
805,2
58245421,2
4041276,4
177057,4
4633,1
775055973,4
999065,4
3440812,3
804,2
5986,3
992987,3
5795106,3
71361547,2
81628842,4
25799,2
97658185,2
83403072,3
760150,3
727,2
5718,2
657370707,2
49162,2
3071,2
112,4
85592685,4
669235,4
6418198,2
608518,2
60790116,3
9446,2
5565,2
5335,3
9996,2
49589,1
47422,4
17840,3
933,2
910412,4
32037,2
249121,2
74438355,1
29674,3
6761,1
81957,3
8833,2
8986595,3
68959,2
28462,3
595565431,3
614315222,4
586311587,3
78275464,3
542675591,3
520669,2
48234512,4
401062,1
949671,2
470958522,1
619115,4
6244,4
661,1
198,2
432109,3
51993,4
6536289,3
171435697,4
5060,2
412,1
59408,3
704593307,2
20638,2
58949250,4
1914,1
6341266,3
8762670,4
446695782,3
12498,2
9552,3
418907103,1
9658,4
657376226,3
925626020,3
5531426,2
576366511,1
11047,1
12243,2
642321,4
5346713,2
677202319,2
2440,2
784786,2
92432131,2
255,3
98,2
178618,4
71570,2
31459,4
284781437,4
11131788,1
7495,3
20840778,3
816019,4
74,1
7890516,3
134748503,4
622698951,3
9825,2
84392514,2
204752068,3
244735,3
576,3
96066,3
2743,1
35828193,2
1808098,4
751558,1
943990,2
3742950,3
37219023,4
5765,2
5460,3
268024533,2
277692,2
2620,2
8952961,2
974314,2
50591,1
10424,4
926220,3
3703,1
8887,4
80220,4
702154073,4
2763839,1
663497,2
784267,3
2012,3
224626,3
918542755,2
3602,3
55938,4
165,2
376358,2
4819216,2
11176,3
510495086,3
884586130,2
724,4
950,1
60,2
215,3
8772,3
190116357,3
511,3
70724,4
586627366,3
38432060,2
116930,4
99545722,2
12548,2
7683,3
3146795,4
8716,3
86139,3
9404485,2
1399558,3
6456392,2
570268808,3
2737433,2
538465991,2
500651,2
56142,2
25670592,3
172,1
31903550,3
69582712,3
28234,4
45187664,2
7285837,4
95331276,4
61532050,2
64870923,3
88474,3
909,2
9510427,4
4734,1
68545436,4
9412,1
998679,2
9506,1
760755502,4
46360153,3
402,3
627290184,3
280304,3
62953332,2
4618,4
87569308,2
378,1
1124704,3
3151184,3
8697,4
18370,4
82455,2
72534332,2
221058804,2
93609,2
5383854,2
96633,2
35628,1
233,3
594401597,1
50372,3
973,1
426088,2
8104011,2
841,3
3300605,4
5818436,2
6283942,1
935141242,4
915009576,3
158453247,3
908681,2
660,4
6559388,2
2851590,3
28,3
3055231,4
5231,4
34403308,3
697517,1
442836591,3
33248270,3
7296,2
1734,3
353,4
229,2
354749531,3
345,1
304704831,3
495,4
969,3
321,2
34186,3
6335490,2
311,4
18815,4
458336,3
9441014,3
298557571,2
5034199,4
65,1
627130861,3
7439,3
414,3
37725931,1
176438,4
596331507,1
3802,3
3041,2
60435496,2
244509,4
64710502,3
67200418,4
963393774,4
7305989,3
689929840,3
573586676,3
351,2
89613,3
99838,2
84660,3
56755637,3
927038490,1
31781,2
61196270,3
35995908,4
473649179,2
2887,2
7989111,2
9624,4
5807,4
471174200,2
722,3
962923,2
1582,1
50245,3
405125779,2
243,2
956896218,4
16503739,4
4198,3
9148933,2
82938,3
29882,1
840239441,1
27033232,2
227296661,2
91498052,4
4213,3
4580497,3
538438212,4
928,3
62865,3
215515542,2
8720,3
165915849,4
229820907,1
5930294,1
573860,2
7627447,1
846247514,3
612586048,1
982638,2
20806915,2
5161542,1
9843735,4
7005,2
69855619,2
4025,3
8287,2
72705158,4
647425,3
93507,3
1372609,4
723881,1
3155153,2
73433,3
328937590,2
49,2
75918,4
669050935,4
5739,2
88733,2
670,4
21115,3
2484,2
22010,1
380742032,4
282524910,2
932,2
9796,2
7271117,3
20958692,1
979297,4
7768,3
9614,2
443142,4
755239634,2
95527,3
186601618,2
287083550,3
96634,1
331477,1
9418,2
69562015,4
237,2
22077444,3
293216987,1
208800695,3
683254032,3
220172141,4
645843399,1
479258,4
62733232,3
6594,3
6005,4
53221,4
7002,2
831642,4
5234300,3
6362344,4
4342,3
188125297,4
157844,2
6082,3
494674048,1
1444904,2
76235429,3
9144710,1
3523457,4
653368,2
117838430,2
462916,2
579592666,4
77805573,2
160,3
500217,4
587,1
7649,3
157212838,2
7842812,2
57283,4
93257,3
8818959,4
415500,1
8837180,2
57139510,1
24824,3
135839,4
301,2
30972702,4
3494,1
7381,3
1206,1
6235986,4
3207681,4
37331,3
89591,3
779,2
487,2
6533818,4
3591415,1
278642,2
7743157,3
2810796,2
959716,2
6883452,3
690187947,2
96576049,4
9108,3
8622282,2
462294768,3
907739,3
871895,2
4655957,1
1077367,3
9868,3
452,3
2009277,2
430696201,2
546989,2
75777125,2
393732,3
62902,4
551019,4
1952,2
614055453,4
94158,2
1531,2
682840039,3
6888,2
7834611,3
1831983,3
451551675,1
1752857,2
7810,3
291894008,3
588221,3
7040,3
689629,2
200,2
674105,2
54514029,4
24668461,4
2992,3
415050511,2
22712,2
3438861,2
218481539,3
838913,2
6801808,3
4624471,2
828,2
37480,3
59974212,2
162,3
986401,4
557126,1
53549,4
3344399,3
69129859,2
244295,3
9733,4
29835443,2
3857,4
2048178,3
30734,2
22648275,2
183148684,2
139767,2
458752,3
62544433,2
6612317,1
52333,1
678982,3
61785422,2
738,4
17810,3
87459,2
6877,2
424509301,3
3741,3
6609111,2
2380,2
266177,2
87322363,3
33956,4
6930,2
59548725,4
598093416,4
7172316,2
278001,4
609863353,4
52163,3
13007,2
484,4
9324,2
1698,3
129,4
20427661,2
7532746,4
32798,2
133,4
432474095,3
1160574,2
3479282,3
75772427,3
9693,2
1276,2
41294,1
10317,2
587634331,4
1485,3
481097,2
988,2
309323986,1
73271,4
47306,1
56715,2
37306492,4
40,3
549887245,2
645,3
905626,3
324,3
714204390,3
4534,4
6837827,4
5705,2
23748692,4
201929943,3
36384,2
9643515,2
519,4
808382962,1
56935165,3
824420565,1
1100,1
735365305,3
266133393,3
7029630,2
9037104,2
38386415,4
9317873,4
662,4
9503,3
977394893,1
9740,3
2094133,4
61178792,4
183262365,2
4150,4
55639,1
8685591,3
10547850,3
898466,4
915524,2
1774,2
6814523,3
44538,4
19684997,4
5210,2
895,4
72289030,4
587747198,2
649,2
3030,3
1803,4
73089036,4
274058517,3
99666,3
1626,2
1428511,3
851489,1
649694,2
300680719,3
356417474,3
6822495,2
678,3
97647,3
199125567,1
807506,2
772894,4
26,2
19401,2
94027527,2
4352027,1
242679390,1
563,3
32536425,2
6998,1
296568,2
4109892,3
862319,1
5450,2
6298376,2
92912,2
4356,4
41826,3
64184472,1
616,3
67976,2
3951862,2
9269888,3
5134677,4
7356,3
299214,3
154267,4
85444,4
916629,4
605315722,2
6383321,4
68154213,4
96596348,2
40487,3
205849129,4
69737,2
37313806,4
129607,3
7397,4
34205753,2
66573736,1
55673,3
860404988,3
83556,4
39798033,2
6690,2
9074,4
1484,1
577090505,3
76921,3
39398,2
982,3
24797614,3
7655743,2
89690118,3
174641787,3
774220467,3
5104745,2
5533,4
284,2
3447962,4
77260,1
146812,3
729442,2
75018,1
3066700,1
12745626,3
593,3
7952,4
3675,1
4653,4
379967795,3
4436,3
711931,4
5724709,2
63875,3
3484350,4
2456,2
99948042,3
6510577,4
5503,3
12769,4
1130,2
2744681,3
51244572,2
21634,3
680287,1
662793,2
71362931,2
3515916,4
7685483,2
918,3
49982915,4
4939324,1
43344098,3
711281948,2
810792638,3
575049422,3
4055302,3
601276200,1
399,4
5513284,1
2728,3
768,1
994,1
67760658,4
628147769,4
485192,2
47391,3
7547,3
30132,2
661320,2
204,2
4524496,3
13708608,4
435026142,3
95649517,3
3678,2
554396,2
1890170,2
357434,1
69556809,2
864318,2
80094607,2
3427258,2
260,2
48798461,3
830581,1
3429877,3
227330836,4
33303960,1
1705415,3
569,4
87184286,2
54581015,4
1273028,2
9841837,2
325,3
3903,2
25693,4
77994,3
68568,2
9299,4
234052,2
7343092,2
1048255,4
27923,2
1526713,4
9462,4
7249531,3
985762,2
497664531,3
777910,2
52814,1
3137034,4
137847,2
557135,4
313,3
855,4
1068,3
8049,3
566440460,2
901465,1
62927014,3
5251470,2
32396,2
82486304,1
67502057,2
128644,2
9938,3
38292875,2
8583487,1
180712,2
33687309,1
856295,1
224908,3
366529675,2
2507,2
876641,1
9900134,1
5772080,4
7646,3
744,4
91208713,4
445429,1
1790,4
7821,3
3659,2
2596902,3
790944,3
2517,1
3941088,2
9474571,3
14857,4
9281,4
557,4
82962,3
484182,3
69642,4
992,2
4912428,1
765070,2
9631843,1
5628978,2
205687225,2
95594810,1
485601385,2
73796,3
984,1
315427,1
219081,3
63476,3
38164,2
36319,4
732249483,2
416669,1
165319,1
7712134,4
1266085,4
817144616,1
7552,2
97402,1
3256462,4
3498,3
96460,3
860,2
5631080,3
6870,2
1555105,3
32119,2
25301,1
77250964,4
9371140,4
916689311,3
1303,2
3181,2
514,2
9992007,3
7500590,3
73900490,3
5379115,3
71125,2
597,3
7554752,3
99840426,2
28134081,2
85997,4
1497332,3
704548,3
116399,3
49744,2
2056560,2
835605,2
581472,3
634331328,4
56379168,3
3022844,2
610565,3
81732,2
14488,3
354,3
346131,1
8731854,3
8047059,2
787436245,3
837591344,3
18851486,1
383888394,2
752643,3
84429402,2
310300341,3
77200,2
95012688,3
942,2
607006,4
6000,4
548477722,3
7777306,2
76521369,4
811379958,3
789169009,4
67870,1
116709779,2
277181,2
152131,3
64535237,4
979249,2
519719791,1
4091683,4
316,2
694384,1
7378922,3
135994906,4
899,2
390497,2
7262,3
15559,3
658711651,2
29593,1
51909580,3
8116390,4
487381,2
70642546,2
387365764,3
18723234,1
62426964,3
51922279,3
620,3
87608741,3
23043,2
593381,3
9704,4
69314,4
226788818,4
357899827,4
125261863,2
86497,3
15287,2
209,3
134,3
58939181,3
95306,4
67729,2
561496427,1
13699,2
9594,4
272,2
113,1
25656,1
80283,1
6025,4
77298222,2
2496,3
93735897,2
895790,2
11548488,4
623,4
40177,3
267,4
96444,2
9965,3
357,4
57232090,3
852287798,2
545132,3
1347794,1
7158,2
615196,3
65221510,4
4871,4
492,4
46895,4
292281081,2
29728,4
875831,2
18286847,2
75611,2
93803678,2
558,3
5284,3
3847,3
3163,4
56714,1
428026574,3
154376386,4
9028,2
4853,1
1750,1
473622747,4
35837505,4
81728,1
543254,1
60096,2
15651845,2
562,2
307,3
22338,1
57637,3
94399988,2
604378,1
26839,3
934,3
1454561,3
376,2
639909,3
5538,4
9688,3
929748213,4
6926,2
7994656,1
5406796,2
96389,3
60335,3
793872,2
294812879,1
79307127,3
32522,1
744613129,3
5843,2
44753,2
83545482,3
211708704,3
73206375,2
3558438,2
41467747,3
70159,3
6083524,1
663958,3
285,4
45887,1
23580238,2
82500,1
217644663,1
551730824,3
2806946,1
336,3
542338,1
974381,2
99482894,2
3484976,1
456814880,2
3098302,4
63127068,3
5763010,2
596,3
2583220,2
769,2
484959,1
1251,2
785222303,4
53864,3
78249,3
3738907,4
43385810,4
69926234,3
29398762,4
4118708,3
1386593,2
480409645,3
120365,3
913,3
724082433,2
9321420,1
228,2
24884703,1
52586,4
2768,3
643556,4
2293605,2
886572,4
40808694,3
33161811,3
38255,3
611,1
863543,2
580642,2
5638,4
122,3
51375352,3
830,4
